村居委代码,辖区,乡镇街道,村居委会,常驻总人口,常驻户籍人口,常驻流动人口
3.10E+11,杨浦区,四平路街道,鞍山四村第二居委会,3398,838,2560
3.10E+11,杨浦区,四平路街道,鞍山四村第三居委会,5549,1328,4221
3.10E+11,杨浦区,四平路街道,鞍山五村居委会,2136,617,1519
3.10E+11,杨浦区,四平路街道,鞍山六村居委会,3779,1178,2601
3.10E+11,杨浦区,四平路街道,鞍山七村居委会,3953,1178,2775
3.10E+11,杨浦区,四平路街道,鞍山八村居委会,2530,583,1947
3.10E+11,杨浦区,四平路街道,抚顺路三六三弄居委会,2164,501,1663
3.10E+11,杨浦区,四平路街道,大连西路四弄居委会,4850,1559,3291
3.10E+11,杨浦区,四平路街道,同济新村居委会,6836,1787,5049
3.10E+11,杨浦区,四平路街道,密云路居委会,5426,1370,4056
3.10E+11,杨浦区,四平路街道,公交新村居委会,4000,1065,2935
3.10E+11,杨浦区,四平路街道,铁岭路五十弄居委会,2694,467,2227
3.10E+11,杨浦区,四平路街道,铁岭路九十弄居委会,5067,2215,2852
3.10E+11,杨浦区,四平路街道,鞍山一村第二居委会,3423,649,2774
3.10E+11,杨浦区,四平路街道,鞍山一村第三居委会,4971,1045,3926
3.10E+11,杨浦区,四平路街道,鞍山路三一零弄居委会,2032,452,1580
3.10E+11,杨浦区,四平路街道,金安居委会,11406,4817,6589
3.10E+11,杨浦区,四平路街道,同济绿园居委会,1852,180,1672
3.10E+11,杨浦区,四平路街道,鞍山一村第一居委会,3249,888,2361
3.10E+11,杨浦区,四平路街道,和平花苑居委会,3335,711,2624
3.10E+11,杨浦区,控江路街道,控一居委会,3501,565,2936
3.10E+11,杨浦区,控江路街道,欣辉居委会,4012,775,3237
3.10E+11,杨浦区,控江路街道,控江四村第一居委会,4223,1101,3122
3.10E+11,杨浦区,控江路街道,控江四村第二居委会,3098,556,2542
3.10E+11,杨浦区,控江路街道,控江二村一零七弄居委会,3716,690,3026
3.10E+11,杨浦区,控江路街道,沧州路一八零弄居委会,3512,1054,2458
3.10E+11,杨浦区,控江路街道,双阳居委会,6267,1439,4828
3.10E+11,杨浦区,控江路街道,双花居委会,3237,504,2733
3.10E+11,杨浦区,控江路街道,控江路一一九七弄居委会,4359,839,3520
3.10E+11,杨浦区,控江路街道,新凤城居委会,4164,896,3268
3.10E+11,杨浦区,控江路街道,凤城二村第一居委会,4333,1194,3139
3.10E+11,杨浦区,控江路街道,凤城三村第一居委会,4545,920,3625
3.10E+11,杨浦区,控江路街道,凤城三村第二居委会,2856,726,2130
3.10E+11,杨浦区,控江路街道,凤城三村第三居委会,3746,939,2807
3.10E+11,杨浦区,控江路街道,抚岭居委会,3664,592,3072
3.10E+11,杨浦区,控江路街道,黄兴居委会,4163,1125,3038
3.10E+11,杨浦区,控江路街道,凤南居委会,3789,1662,2127
3.10E+11,杨浦区,控江路街道,凤新居委会,5579,818,4761
3.10E+11,杨浦区,控江路街道,凤城二村第二居委会,2978,618,2360
3.10E+11,杨浦区,控江路街道,凤城三村第四居委会,3231,1081,2150
3.10E+11,杨浦区,控江路街道,控江路一千二百弄居委会,5822,1103,4719
3.10E+11,杨浦区,控江路街道,望春花居委会,3136,754,2382
3.10E+11,杨浦区,控江路街道,凤联居委会,6678,1612,5066
3.10E+11,杨浦区,控江路街道,大运盛居委会,4419,702,3717
3.10E+11,杨浦区,控江路街道,紫城居委会,3756,420,3336
3.10E+11,杨浦区,长白新村街道,上理居委会,10130,6771,3359
3.10E+11,杨浦区,长白新村街道,内江大楼居委会,1575,220,1355
3.10E+11,杨浦区,长白新村街道,图们路居委会,6076,708,5368
3.10E+11,杨浦区,长白新村街道,长白路第二居委会,3992,766,3226
3.10E+11,杨浦区,长白新村街道,长白二村第一居委会,4076,432,3644
3.10E+11,杨浦区,长白新村街道,安图新村居委会,4539,655,3884
3.10E+11,杨浦区,长白新村街道,松花新村居委会,6070,989,5081
3.10E+11,杨浦区,长白新村街道,民治路居委会,3868,1277,2591
3.10E+11,杨浦区,长白新村街道,内江路三八四弄居委会,3176,663,2513
3.10E+11,杨浦区,长白新村街道,广远新村居委会,4252,1157,3095
3.10E+11,杨浦区,长白新村街道,控江路一二一弄居委会,4333,803,3530
3.10E+11,杨浦区,长白新村街道,控江路十八弄居委会,5110,953,4157
3.10E+11,杨浦区,长白新村街道,松延居委会,3703,1387,2316
3.10E+11,杨浦区,长白新村街道,延东居委会,6311,1279,5032
3.10E+11,杨浦区,长白新村街道,松花江路九十五弄居委会,3674,564,3110
3.10E+11,杨浦区,长白新村街道,长白新城居委会,2887,430,2457
3.10E+11,杨浦区,延吉新村街道,敦化路居委会,6506,1229,5277
3.10E+11,杨浦区,延吉新村街道,控江路六四五弄居委会,4095,621,3474
3.10E+11,杨浦区,延吉新村街道,控江七村居委会,4783,1098,3685
3.10E+11,杨浦区,延吉新村街道,友谊新村居委会,5412,1259,4153
3.10E+11,杨浦区,延吉新村街道,松花江路居委会,3561,644,2917
3.10E+11,杨浦区,延吉新村街道,舒兰路居委会,2607,484,2123
3.10E+11,杨浦区,延吉新村街道,内江新村居委会,6171,1266,4905
3.10E+11,杨浦区,延吉新村街道,长白三村居委会,5815,1331,4484
3.10E+11,杨浦区,延吉新村街道,延吉一村居委会,4573,838,3735
3.10E+11,杨浦区,延吉新村街道,延吉二、三村居委会,5117,781,4336
3.10E+11,杨浦区,延吉新村街道,延吉四村居委会,3831,631,3200
3.10E+11,杨浦区,延吉新村街道,延吉五、六村居委会,5610,860,4750
3.10E+11,杨浦区,延吉新村街道,延吉七村居委会,6949,2167,4782
3.10E+11,杨浦区,延吉新村街道,控江东三村居委会,4778,666,4112
3.10E+11,杨浦区,延吉新村街道,控江西三村居委会,2979,479,2500
3.10E+11,杨浦区,延吉新村街道,控江五村居委会,6252,1525,4727
3.10E+11,杨浦区,延吉新村街道,杨家浜居委会,5861,998,4863
3.10E+11,杨浦区,殷行街道,殷行一村居委会,4437,787,3650
3.10E+11,杨浦区,殷行街道,殷行二村居委会,3364,543,2821
3.10E+11,杨浦区,殷行街道,工农新村居委会,4461,986,3475
3.10E+11,杨浦区,殷行街道,工农二村第一居委会,3622,472,3150
3.10E+11,杨浦区,殷行街道,工农二村第二居委会,2175,442,1733
3.10E+11,杨浦区,殷行街道,工农二村第三居委会,2481,420,2061
3.10E+11,杨浦区,殷行街道,工农二村第四居委会,2542,400,2142
3.10E+11,杨浦区,殷行街道,工农三村第一居委会,3187,500,2687
3.10E+11,杨浦区,殷行街道,闸殷路第一居委会,3191,783,2408
3.10E+11,杨浦区,殷行街道,闸殷路第二居委会,4087,801,3286
3.10E+11,杨浦区,殷行街道,开鲁一村居委会,2609,446,2163
3.10E+11,杨浦区,殷行街道,开鲁二村居委会,3260,662,2598
3.10E+11,杨浦区,殷行街道,开鲁三村居委会,3666,602,3064
3.10E+11,杨浦区,殷行街道,开鲁四村居委会,4012,623,3389
3.10E+11,杨浦区,殷行街道,市光一村第一居委会,3341,497,2844
3.10E+11,杨浦区,殷行街道,市光一村第三居委会,4880,679,4201
3.10E+11,杨浦区,殷行街道,市光二村第一居委会,2551,454,2097
3.10E+11,杨浦区,殷行街道,市光二村第二居委会,2495,506,1989
3.10E+11,杨浦区,殷行街道,市光二村第三居委会,3795,474,3321
3.10E+11,杨浦区,殷行街道,市光四村第二居委会,3242,471,2771
3.10E+11,杨浦区,殷行街道,国和一村第一居委会,3281,589,2692
3.10E+11,杨浦区,殷行街道,国和一村第三居委会,2575,434,2141
3.10E+11,杨浦区,殷行街道,国和二村第一居委会,2328,432,1896
3.10E+11,杨浦区,殷行街道,国和二村第三居委会,3847,720,3127
3.10E+11,杨浦区,殷行街道,民星一村第一居委会,5383,1171,4212
3.10E+11,杨浦区,殷行街道,市光三村第一居委会,4918,1187,3731
3.10E+11,杨浦区,殷行街道,开鲁五村居委会,3723,513,3210
3.10E+11,杨浦区,殷行街道,开鲁六村居委会,2051,332,1719
3.10E+11,杨浦区,殷行街道,市光一村第二居委会,2237,354,1883
3.10E+11,杨浦区,殷行街道,殷行路四七零弄居委会,3973,524,3449
3.10E+11,杨浦区,殷行街道,殷行路三一零弄居委会,2684,526,2158
3.10E+11,杨浦区,殷行街道,中原一村居委会,7695,5395,2300
3.10E+11,杨浦区,殷行街道,闸殷路八十一弄居委会,5329,1411,3918
3.10E+11,杨浦区,殷行街道,殷行路二百五十弄居委会,3481,582,2899
3.10E+11,杨浦区,殷行街道,市光四村第三居委会,2929,419,2510
3.10E+11,杨浦区,殷行街道,民星路六百弄居委会,2969,810,2159
3.10E+11,杨浦区,殷行街道,工农四村第二居委会,4365,456,3909
3.10E+11,杨浦区,殷行街道,工农三村第二居委会,2505,441,2064
3.10E+11,杨浦区,殷行街道,工农三村第三居委会,2956,465,2491
3.10E+11,杨浦区,殷行街道,工农四村第一居委会,3404,446,2958
3.10E+11,杨浦区,殷行街道,中原路九九零弄居委会,4125,634,3491
3.10E+11,杨浦区,殷行街道,市光三村第二居委会,4777,910,3867
3.10E+11,杨浦区,殷行街道,市光四村第一居委会,3811,783,3028
3.10E+11,杨浦区,殷行街道,民星一村第二居委会,3359,390,2969
3.10E+11,杨浦区,殷行街道,民星二村居委会,4999,1039,3960
3.10E+11,杨浦区,殷行街道,国和一村第二居委会,3854,829,3025
3.10E+11,杨浦区,殷行街道,国和二村第二居委会,3197,483,2714
3.10E+11,杨浦区,殷行街道,城市名园居委会,5125,656,4469
3.10E+11,杨浦区,殷行街道,城市庭园居委会,5734,1414,4320
3.10E+11,杨浦区,殷行街道,城市方园居委会,3486,869,2617
3.10E+11,杨浦区,大桥街道,仁兴街居委会,649,409,240
3.10E+11,杨浦区,大桥街道,方子桥居委会,51,10,41
3.10E+11,杨浦区,大桥街道,顺成里居委会,83,4,79
3.10E+11,杨浦区,大桥街道,杨家宅居委会,5407,2087,3320
3.10E+11,杨浦区,大桥街道,华忻坊居委会,177,44,133
3.10E+11,杨浦区,大桥街道,永安里居委会,1920,399,1521
3.10E+11,杨浦区,大桥街道,周家牌路居委会,1413,233,1180
3.10E+11,杨浦区,大桥街道,富禄里居委会,1579,658,921
3.10E+11,杨浦区,大桥街道,鸿德坊居委会,1381,1235,146
3.10E+11,杨浦区,大桥街道,锦州湾路居委会,2680,1008,1672
3.10E+11,杨浦区,大桥街道,临青路居委会,1950,409,1541
3.10E+11,杨浦区,大桥街道,双阳路居委会,6311,1285,5026
3.10E+11,杨浦区,大桥街道,引翔港居委会,8731,1792,6939
3.10E+11,杨浦区,大桥街道,幸福村居委会,5342,1224,4118
3.10E+11,杨浦区,大桥街道,长眉居委会,5809,1636,4173
3.10E+11,杨浦区,大桥街道,宁武路居委会,3829,525,3304
3.10E+11,杨浦区,大桥街道,河间路居委会,4267,720,3547
3.10E+11,杨浦区,大桥街道,中王家宅居委会,4606,843,3763
3.10E+11,杨浦区,大桥街道,申新村居委会,384,350,34
3.10E+11,杨浦区,大桥街道,平眉居委会,5501,1381,4120
3.10E+11,杨浦区,大桥街道,新华里居委会,5525,1840,3685
3.10E+11,杨浦区,大桥街道,渭南路居委会,2221,574,1647
3.10E+11,杨浦区,大桥街道,宁国里居委会,2101,345,1756
3.10E+11,杨浦区,大桥街道,广杭居委会,6367,938,5429
3.10E+11,杨浦区,大桥街道,杭州路居委会,453,64,389
3.10E+11,杨浦区,大桥街道,银河苑居委会,3712,561,3151
3.10E+11,杨浦区,大桥街道,长阳新苑居委会,5031,504,4527
3.10E+11,杨浦区,大桥街道,富阳居委会,4069,979,3090
3.10E+11,杨浦区,大桥街道,月坊居委会,3826,489,3337
3.10E+11,杨浦区,五角场街道,武东居委会,6044,2606,3438
3.10E+11,杨浦区,五角场街道,五一居委会,6388,2160,4228
3.10E+11,杨浦区,五角场街道,政民居委会,3842,1492,2350
3.10E+11,杨浦区,五角场街道,建新居委会,5991,2253,3738
3.10E+11,杨浦区,五角场街道,复旦居委会,12155,5238,6917
3.10E+11,杨浦区,五角场街道,国定一居委会,3633,1353,2280
3.10E+11,杨浦区,五角场街道,铁路新村居委会,3568,1123,2445
3.10E+11,杨浦区,五角场街道,四平居委会,3700,1207,2493
3.10E+11,杨浦区,五角场街道,四平一居委会,3973,1471,2502
3.10E+11,杨浦区,五角场街道,国年居委会,3157,1041,2116
3.10E+11,杨浦区,五角场街道,国顺居委会,4215,923,3292
3.10E+11,杨浦区,五角场街道,国权居委会,2453,705,1748
3.10E+11,杨浦区,五角场街道,航天居委会,3680,823,2857
3.10E+11,杨浦区,五角场街道,政翔殷居委会,2729,795,1934
3.10E+11,杨浦区,五角场街道,东郸居委会,1554,919,635
3.10E+11,杨浦区,五角场街道,蓝天居委会,3829,1049,2780
3.10E+11,杨浦区,五角场街道,三门路居委会,5091,1595,3496
3.10E+11,杨浦区,五角场街道,吉浦居委会,3520,811,2709
3.10E+11,杨浦区,五角场街道,南茶园居委会,5031,1087,3944
3.10E+11,杨浦区,五角场街道,邯郸路居委会,5058,2101,2957
3.10E+11,杨浦区,五角场街道,国权北路居委会,5379,1395,3984
3.10E+11,杨浦区,五角场街道,仁德路居委会,3673,955,2718
3.10E+11,杨浦区,五角场街道,北茶园路居委会,5955,1583,4372
3.10E+11,杨浦区,五角场街道,政通路第一居委会,5035,1525,3510
3.10E+11,杨浦区,五角场街道,财大居委会,4603,1652,2951
3.10E+11,杨浦区,五角场街道,国权路第一居委会,6703,2552,4151
3.10E+11,杨浦区,五角场街道,文化花园居委会,7127,1263,5864
3.10E+11,杨浦区,五角场街道,三湘居委会,5856,1108,4748
3.10E+11,杨浦区,五角场街道,正文居委会,3491,1216,2275
3.10E+11,杨浦区,五角场街道,汇元坊居委会,2849,819,2030
3.10E+11,杨浦区,五角场街道,吉浦一居委会,2311,693,1618
3.10E+11,杨浦区,五角场街道,创智坊居委会,2096,707,1389
3.10E+11,杨浦区,新江湾城街道,政立路第一居委会,3477,1256,2221
3.10E+11,杨浦区,新江湾城街道,时代花园居委会,4963,578,4385
3.10E+11,杨浦区,新江湾城街道,政立路第二居委会,4969,1767,3202
3.10E+11,杨浦区,新江湾城街道,建德国际公寓居委会,2116,532,1584
3.10E+11,杨浦区,新江湾城街道,雍景苑居委会,3500,701,2799
3.10E+11,杨浦区,新江湾城街道,东森涵碧居委会,2852,687,2165
3.10E+11,杨浦区,新江湾城街道,江湾国际公寓居委会,6429,1781,4648
3.10E+11,杨浦区,新江湾城街道,橡树湾居委会,4131,1310,2821
3.10E+11,杨浦区,新江湾城街道,政青路居委会,3368,1292,2076
3.10E+11,杨浦区,新江湾城街道,加州水郡居委会,3041,683,2358
3.10E+11,杨浦区,新江湾城街道,仁恒怡庭居委会,834,286,548
3.10E+11,杨浦区,新江湾城街道,尚景园居委会,8004,4020,3984
3.10E+11,杨浦区,新江湾城街道,祥生泰宝居委会,1399,359,1040
3.10E+11,杨浦区,新江湾城街道,中建大公馆居委会,2310,915,1395
3.10E+11,杨浦区,新江湾城街道,九龙仓玺园居委会,1858,702,1156
3.10E+11,杨浦区,新江湾城街道,国安路第一居委会,4984,1327,3657
3.10E+11,杨浦区,新江湾城街道,睿达路居委会,4053,864,3189
3.10E+11,杨浦区,新江湾城街道,华庭香景园居委会,3606,733,2873
3.10E+11,杨浦区,新江湾城街道,尚浦名邸居委会,3492,1040,2452
3.10E+11,杨浦区,长海路街道,国和路第一居委会,4576,1127,3449
3.10E+11,杨浦区,长海路街道,市光居委会,5218,2323,2895
3.10E+11,杨浦区,长海路街道,市光路第三居委会,4784,1351,3433
3.10E+11,杨浦区,长海路街道,黑山新村居委会,4902,1100,3802
3.10E+11,杨浦区,长海路街道,洪东居委会,2752,448,2304
3.10E+11,杨浦区,长海路街道,梅林居委会,2232,407,1825
3.10E+11,杨浦区,长海路街道,虬江居委会,5646,4286,1360
3.10E+11,杨浦区,长海路街道,翔殷路四九一弄居委会,3553,923,2630
3.10E+11,杨浦区,长海路街道,梅花村居委会,3350,833,2517
3.10E+11,杨浦区,长海路街道,长海居委会,2564,515,2049
3.10E+11,杨浦区,长海路街道,体院居委会,4816,2423,2393
3.10E+11,杨浦区,长海路街道,长海一村居委会,4377,997,3380
3.10E+11,杨浦区,长海路街道,长海三村居委会,3628,715,2913
3.10E+11,杨浦区,长海路街道,浣纱三村居委会,3602,664,2938
3.10E+11,杨浦区,长海路街道,浣纱四村居委会,5172,876,4296
3.10E+11,杨浦区,长海路街道,浣纱六村居委会,2825,651,2174
3.10E+11,杨浦区,长海路街道,市京一村居委会,5442,1173,4269
3.10E+11,杨浦区,长海路街道,市光路第二居委会,4766,1955,2811
3.10E+11,杨浦区,长海路街道,民京路第一居委会,4717,1415,3302
3.10E+11,杨浦区,长海路街道,国顺东路二十六弄居委会,3581,1131,2450
3.10E+11,杨浦区,长海路街道,中翔居委会,2800,481,2319
3.10E+11,杨浦区,长海路街道,兰新居委会,5821,1331,4490
3.10E+11,杨浦区,长海路街道,中原路九十九弄居委会,2501,640,1861
3.10E+11,杨浦区,长海路街道,长海二村居委会,2238,428,1810
3.10E+11,杨浦区,长海路街道,佳木斯路居委会,4187,851,3336
3.10E+11,杨浦区,长海路街道,佳木斯路三一五弄居委会,4501,919,3582
3.10E+11,杨浦区,长海路街道,中农新村居委会,1971,466,1505
3.10E+11,杨浦区,长海路街道,翔殷新村居委会,5134,759,4375
3.10E+11,杨浦区,长海路街道,教师公寓居委会,4742,667,4075
3.10E+11,杨浦区,长海路街道,佳泰居委会,3581,570,3011
3.10E+11,杨浦区,长海路街道,黄兴花园居委会,5171,791,4380
3.10E+11,杨浦区,长海路街道,世界居委会,4895,459,4436
3.10E+11,杨浦区,长海路街道,东方名城居委会,2892,508,2384
3.10E+11,杨浦区,长海路街道,佳龙居委会,5001,777,4224
3.10E+11,杨浦区,长海路街道,黄兴绿园居委会,7039,1013,6026
3.10E+11,杨浦区,长海路街道,香阁丽苑居委会,2898,403,2495
3.10E+11,杨浦区,长海路街道,文化佳园居委会,2948,372,2576
3.10E+11,杨浦区,长海路街道,莱茵居委会,3533,666,2867
3.10E+11,杨浦区,长海路街道,民庆家园居委会,2814,605,2209
3.10E+11,杨浦区,长海路街道,星云居委会,2899,378,2521
3.10E+11,杨浦区,长海路街道,海上硕和城居委会,3323,771,2552
3.10E+11,杨浦区,长海路街道,盛世豪园居委会,3532,769,2763
3.10E+11,闵行区,江川路街道,北街居委会,7527,1666,5861
3.10E+11,闵行区,江川路街道,河东居委会,1563,602,961
3.10E+11,闵行区,江川路街道,华江新村第一居委会,2361,642,1719
3.10E+11,闵行区,江川路街道,华江新村第二居委会,1712,610,1102
3.10E+11,闵行区,江川路街道,高华新村第二居委会,2982,787,2195
3.10E+11,闵行区,江川路街道,高华新村第三居委会,4496,1460,3036
3.10E+11,闵行区,江川路街道,东风新村第一居委会,3036,596,2440
3.10E+11,闵行区,江川路街道,东风新村第三居委会,3750,1037,2713
3.10E+11,闵行区,江川路街道,新闵新村居委会,5265,1814,3451
3.10E+11,闵行区,江川路街道,沧源新村第一居委会,26885,15926,10959
3.10E+11,闵行区,江川路街道,沧源新村第二居委会,9412,3249,6163
3.10E+11,闵行区,江川路街道,沧源新村第三居委会,5873,1746,4127
3.10E+11,闵行区,江川路街道,兰坪新村第一居委会,1923,913,1010
3.10E+11,闵行区,江川路街道,兰坪新村第二居委会,3312,1231,2081
3.10E+11,闵行区,江川路街道,汽轮新村第一居委会,3385,1374,2011
3.10E+11,闵行区,江川路街道,汽轮新村第三居委会,3110,995,2115
3.10E+11,闵行区,江川路街道,瑞丽新村居委会,2302,813,1489
3.10E+11,闵行区,江川路街道,电机新村第一居委会,3390,1335,2055
3.10E+11,闵行区,江川路街道,电机新村第二居委会,1904,704,1200
3.10E+11,闵行区,江川路街道,电机新村第四居委会,2155,1109,1046
3.10E+11,闵行区,江川路街道,电机新村第五居委会,6092,3429,2663
3.10E+11,闵行区,江川路街道,红旗新村居委会,5411,2019,3392
3.10E+11,闵行区,江川路街道,红旗新村第三居委会,2744,1120,1624
3.10E+11,闵行区,江川路街道,红旗新村第四居委会,4764,1315,3449
3.10E+11,闵行区,江川路街道,红旗新村第五居委会,4160,1294,2866
3.10E+11,闵行区,江川路街道,红旗新村第七居委会,5152,2244,2908
3.10E+11,闵行区,江川路街道,昆阳新村第一居委会,1147,1071,76
3.10E+11,闵行区,江川路街道,昆阳新村第三居委会,9498,5616,3882
3.10E+11,闵行区,江川路街道,鹤北新村第一居委会,7025,2087,4938
3.10E+11,闵行区,江川路街道,鹤北新村第三居委会,7051,1143,5908
3.10E+11,闵行区,江川路街道,鹤庆新村第一居委会,2119,573,1546
3.10E+11,闵行区,江川路街道,鹤庆新村第二居委会,4909,1727,3182
3.10E+11,闵行区,江川路街道,紫藤新园居委会,3165,1005,2160
3.10E+11,闵行区,江川路街道,富仕名邸居委会,3518,713,2805
3.10E+11,闵行区,江川路街道,红旗新村第六居委会,5952,2418,3534
3.10E+11,闵行区,江川路街道,安宁路第一居委会,4722,937,3785
3.10E+11,闵行区,江川路街道,鹤北新村第四居委会,4944,898,4046
3.10E+11,闵行区,江川路街道,金平新村居委会,5889,1479,4410
3.10E+11,闵行区,江川路街道,南洋博仕欣居居委会,3354,1193,2161
3.10E+11,闵行区,江川路街道,好第坊文馨苑居委会,5224,1609,3615
3.10E+11,闵行区,江川路街道,假日景苑居委会,5010,1411,3599
3.10E+11,闵行区,江川路街道,合生城邦城第一居委会,6617,2369,4248
3.10E+11,闵行区,江川路街道,合生城邦城第二居委会,4598,1471,3127
3.10E+11,闵行区,江川路街道,合生城邦城第三居委会,6317,1901,4416
3.10E+11,闵行区,江川路街道,合生城邦城第四居委会,4577,1643,2934
3.10E+11,闵行区,江川路街道,永平南路第一居委会,4166,1714,2452
3.10E+11,闵行区,江川路街道,凤凰景苑居委会,4237,1201,3036
3.10E+11,闵行区,古美街道,古美一村居委会,3123,1070,2053
3.10E+11,闵行区,古美街道,古美三村居委会,1572,521,1051
3.10E+11,闵行区,古美街道,古美四村居委会,3125,1041,2084
3.10E+11,闵行区,古美街道,古美七村居委会,4584,1261,3323
3.10E+11,闵行区,古美街道,古美八村居委会,3115,1314,1801
3.10E+11,闵行区,古美街道,古美十村居委会,3270,803,2467
3.10E+11,闵行区,古美街道,平阳一村居委会,5635,1944,3691
3.10E+11,闵行区,古美街道,平阳三村居委会,3149,1091,2058
3.10E+11,闵行区,古美街道,平阳四村居委会,4940,1286,3654
3.10E+11,闵行区,古美街道,平阳六村居委会,4208,1108,3100
3.10E+11,闵行区,古美街道,平吉一村居委会,5319,2184,3135
3.10E+11,闵行区,古美街道,平吉二村居委会,5841,2124,3717
3.10E+11,闵行区,古美街道,平南新村第一居委会,4951,1746,3205
3.10E+11,闵行区,古美街道,平南新村第二居委会,4579,1752,2827
3.10E+11,闵行区,古美街道,东兰新村第一居委会,5347,1514,3833
3.10E+11,闵行区,古美街道,华梅花苑居委会,3319,1104,2215
3.10E+11,闵行区,古美街道,梅莲苑居委会,4844,2261,2583
3.10E+11,闵行区,古美街道,古龙一村居委会,4788,1478,3310
3.10E+11,闵行区,古美街道,平吉三村居委会,3719,872,2847
3.10E+11,闵行区,古美街道,平吉四村居委会,5467,1942,3525
3.10E+11,闵行区,古美街道,平吉六村居委会,4547,1103,3444
3.10E+11,闵行区,古美街道,平南新村第三居委会,2830,696,2134
3.10E+11,闵行区,古美街道,华一新城居委会,2934,1847,1087
3.10E+11,闵行区,古美街道,平阳五村居委会,5962,1500,4462
3.10E+11,闵行区,古美街道,古龙二村居委会,2087,404,1683
3.10E+11,闵行区,古美街道,东兰新村第二居委会,4872,1596,3276
3.10E+11,闵行区,古美街道,古美九村居委会,3612,738,2874
3.10E+11,闵行区,古美街道,东兰新村第三居委会,5719,2502,3217
3.10E+11,闵行区,古美街道,古龙三村居委会,2588,503,2085
3.10E+11,闵行区,古美街道,古龙四村居委会,3906,903,3003
3.10E+11,闵行区,古美街道,古龙五村居委会,4186,1364,2822
3.10E+11,闵行区,古美街道,古龙六村居委会,2239,631,1608
3.10E+11,闵行区,古美街道,东兰新村第四居委会,3165,1254,1911
3.10E+11,闵行区,古美街道,平阳二村居委会,4911,1693,3218
3.10E+11,闵行区,古美街道,平吉五村居委会,3668,1293,2375
3.10E+11,闵行区,古美街道,万源城第三居委会,4652,1629,3023
3.10E+11,闵行区,古美街道,万源城第二居委会,3362,1155,2207
3.10E+11,闵行区,古美街道,万源城第四居委会,4736,1423,3313
3.10E+11,闵行区,古美街道,万源城第一居委会,2483,947,1536
3.10E+11,闵行区,古美街道,同济华城居委会,1179,515,664
3.10E+11,闵行区,古美街道,平阳春江居委会,3661,1196,2465
3.10E+11,闵行区,新虹街道,航华一村第二居委会,3253,1699,1554
3.10E+11,闵行区,新虹街道,航华一村第五居委会,3799,1451,2348
3.10E+11,闵行区,新虹街道,航华一村第六居委会,3488,2007,1481
3.10E+11,闵行区,新虹街道,航华一村第七居委会,3773,1521,2252
3.10E+11,闵行区,新虹街道,沙茂居委会,5226,2954,2272
3.10E+11,闵行区,新虹街道,华美路居委会,5834,2993,2841
3.10E+11,闵行区,新虹街道,华美路第二居委会,2263,1777,486
3.10E+11,闵行区,新虹街道,爱博一村居委会,7882,4344,3538
3.10E+11,闵行区,新虹街道,爱博二村居委会,11658,6513,5145
3.10E+11,闵行区,新虹街道,爱博三村居委会,6304,2437,3867
3.10E+11,闵行区,新虹街道,爱博五村居委会,8807,5097,3710
3.10E+11,闵行区,新虹街道,爱博四村居委会,3835,2009,1826
3.10E+11,闵行区,新虹街道,万科润园居委会,2052,911,1141
3.10E+11,闵行区,新虹街道,申贵路居委会,2136,1103,1033
3.10E+11,闵行区,新虹街道,光华村村委会,396,247,149
3.10E+11,闵行区,新虹街道,范巷村村委会,716,649,67
3.10E+11,闵行区,新虹街道,红星村村委会,3637,3226,411
3.10E+11,闵行区,新虹街道,新家弄村村委会,118,39,79
3.10E+11,闵行区,新虹街道,陶家角村村委会,707,305,402
3.10E+11,闵行区,浦锦街道,世博家园第一居委会,3573,1233,2340
3.10E+11,闵行区,浦锦街道,世博家园第二居委会,5844,1905,3939
3.10E+11,闵行区,浦锦街道,世博家园第三居委会,6021,2444,3577
3.10E+11,闵行区,浦锦街道,世博家园第四居委会,4936,1674,3262
3.10E+11,闵行区,浦锦街道,世博家园第五居委会,3506,987,2519
3.10E+11,闵行区,浦锦街道,世博家园第六居委会,4579,1488,3091
3.10E+11,闵行区,浦锦街道,陈行居委会,6391,4214,2177
3.10E+11,闵行区,浦锦街道,景江苑居委会,6197,2246,3951
3.10E+11,闵行区,浦锦街道,景舒苑第一居委会,5038,2075,2963
3.10E+11,闵行区,浦锦街道,景舒苑第二居委会,6175,2368,3807
3.10E+11,闵行区,浦锦街道,景舒苑第三居委会,5658,2324,3334
3.10E+11,闵行区,浦锦街道,滨浦第一居委会,4230,1708,2522
3.10E+11,闵行区,浦锦街道,滨浦第二居委会,4665,2191,2474
3.10E+11,闵行区,浦锦街道,新浦江城第一居委会,5039,2633,2406
3.10E+11,闵行区,浦锦街道,一品漫城第一居委会,3918,1587,2331
3.10E+11,闵行区,浦锦街道,新浦江城第二居委会,9756,3684,6072
3.10E+11,闵行区,浦锦街道,一品漫城第二居委会,9584,5062,4522
3.10E+11,闵行区,浦锦街道,茉莉名邸居委会,11850,4362,7488
3.10E+11,闵行区,浦锦街道,浦江颐城居委会,5681,1853,3828
3.10E+11,闵行区,浦锦街道,滨浦新苑第三居委会,4604,2263,2341
3.10E+11,闵行区,浦锦街道,滨浦新苑第四居委会,5966,3232,2734
3.10E+11,闵行区,浦锦街道,丁连村村委会,3232,2261,971
3.10E+11,闵行区,浦锦街道,丰收村村委会,1956,1147,809
3.10E+11,闵行区,浦锦街道,芦胜村村委会,2437,1639,798
