村居委代码,辖区,乡镇街道,村居委会,常驻总人口,常驻户籍人口,常驻流动人口
3.10E+11,闵行区,浦锦街道,近浦村村委会,3559,2328,1231
3.10E+11,闵行区,浦锦街道,郁宋村村委会,1229,1021,208
3.10E+11,闵行区,浦锦街道,浦江村村委会,2540,1686,854
3.10E+11,闵行区,浦锦街道,跃农村村委会,2264,1480,784
3.10E+11,闵行区,浦锦街道,勤俭村村委会,3250,2144,1106
3.10E+11,闵行区,浦锦街道,塘口村村委会,3057,2053,1004
3.10E+11,闵行区,浦锦街道,为民村村委会,617,455,162
3.10E+11,闵行区,浦锦街道,叶凌村村委会,98,96,2
3.10E+11,闵行区,浦锦街道,亭子村村委会,503,266,237
3.10E+11,闵行区,浦锦街道,恒星村村委会,1767,1370,397
3.10E+11,闵行区,莘庄镇,东街居委会,4893,2342,2551
3.10E+11,闵行区,莘庄镇,西街居委会,3341,1458,1883
3.10E+11,闵行区,莘庄镇,莘松一村居委会,2375,1045,1330
3.10E+11,闵行区,莘庄镇,莘松三村居委会,4085,1509,2576
3.10E+11,闵行区,莘庄镇,莘松四村居委会,3048,968,2080
3.10E+11,闵行区,莘庄镇,莘松五村居委会,4572,1673,2899
3.10E+11,闵行区,莘庄镇,莘松九村居委会,5735,1421,4314
3.10E+11,闵行区,莘庄镇,绿梅一村居委会,2423,1110,1313
3.10E+11,闵行区,莘庄镇,绿梅二村居委会,4200,1496,2704
3.10E+11,闵行区,莘庄镇,绿梅三村居委会,3748,1195,2553
3.10E+11,闵行区,莘庄镇,水清一村居委会,3570,1289,2281
3.10E+11,闵行区,莘庄镇,水清三村居委会,5640,2036,3604
3.10E+11,闵行区,莘庄镇,报春第一居委会,3426,1117,2309
3.10E+11,闵行区,莘庄镇,报春第二居委会,4241,1394,2847
3.10E+11,闵行区,莘庄镇,佳佳花园居委会,3798,1171,2627
3.10E+11,闵行区,莘庄镇,黎安新村第一居委会,6216,2727,3489
3.10E+11,闵行区,莘庄镇,黎安新村第二居委会,6425,2347,4078
3.10E+11,闵行区,莘庄镇,西湖苑居委会,3733,1621,2112
3.10E+11,闵行区,莘庄镇,沁春园二村居委会,6569,2294,4275
3.10E+11,闵行区,莘庄镇,新梅花苑居委会,5280,2083,3197
3.10E+11,闵行区,莘庄镇,绿世界居委会,4544,926,3618
3.10E+11,闵行区,莘庄镇,星丰苑居委会,4087,1363,2724
3.10E+11,闵行区,莘庄镇,莘南花苑居委会,9334,2993,6341
3.10E+11,闵行区,莘庄镇,莘城公寓居委会,6871,2402,4469
3.10E+11,闵行区,莘庄镇,团结花苑居委会,3348,979,2369
3.10E+11,闵行区,莘庄镇,宝安新苑居委会,6828,2416,4412
3.10E+11,闵行区,莘庄镇,新申花城居委会,5755,1952,3803
3.10E+11,闵行区,莘庄镇,众众家园居委会,5584,2550,3034
3.10E+11,闵行区,莘庄镇,莘城苑居委会,13218,8290,4928
3.10E+11,闵行区,莘庄镇,丽华公寓居委会,4712,1231,3481
3.10E+11,闵行区,莘庄镇,圣淘沙花园居委会,4816,1413,3403
3.10E+11,闵行区,莘庄镇,莘纪苑居委会,3818,1076,2742
3.10E+11,闵行区,莘庄镇,新梅广场居委会,4668,1080,3588
3.10E+11,闵行区,莘庄镇,虹莘新村居委会,3917,1458,2459
3.10E+11,闵行区,莘庄镇,春申新村居委会,5564,1903,3661
3.10E+11,闵行区,莘庄镇,香树丽舍居委会,4000,1333,2667
3.10E+11,闵行区,莘庄镇,沁春园一村居委会,6404,2567,3837
3.10E+11,闵行区,莘庄镇,西环新村居委会,7356,3100,4256
3.10E+11,闵行区,莘庄镇,世纪名门居委会,2396,402,1994
3.10E+11,闵行区,莘庄镇,名都新城居委会,7254,2617,4637
3.10E+11,闵行区,莘庄镇,阳明花苑居委会,5242,1430,3812
3.10E+11,闵行区,莘庄镇,康城第一居委会,5914,1852,4062
3.10E+11,闵行区,莘庄镇,世纪阳光园居委会,5629,2085,3544
3.10E+11,闵行区,莘庄镇,春申复地城居委会,6900,2174,4726
3.10E+11,闵行区,莘庄镇,春申万科城居委会,11408,3428,7980
3.10E+11,闵行区,莘庄镇,东苑新天地居委会,5363,1852,3511
3.10E+11,闵行区,莘庄镇,东苑利华苑居委会,7467,2612,4855
3.10E+11,闵行区,莘庄镇,沁春园第三居委会,6122,2186,3936
3.10E+11,闵行区,莘庄镇,都市星城居委会,4841,1799,3042
3.10E+11,闵行区,莘庄镇,上海康城第二居委会,7203,2449,4754
3.10E+11,闵行区,莘庄镇,邻里苑居委会,3371,1694,1677
3.10E+11,闵行区,莘庄镇,康城第三居委会,10627,4633,5994
3.10E+11,闵行区,莘庄镇,康城第四居委会,10385,5016,5369
3.10E+11,闵行区,莘庄镇,莘北村村委会,413,350,63
3.10E+11,闵行区,莘庄镇,青春村村委会,363,201,162
3.10E+11,闵行区,七宝镇,塘南居委会,5676,810,4866
3.10E+11,闵行区,七宝镇,塘北居委会,2235,1271,964
3.10E+11,闵行区,七宝镇,蒲汇新村居委会,3872,1552,2320
3.10E+11,闵行区,七宝镇,佳宝新村第一居委会,6986,3094,3892
3.10E+11,闵行区,七宝镇,三佳花苑居委会,3877,1374,2503
3.10E+11,闵行区,七宝镇,园艺新村居委会,3522,1317,2205
3.10E+11,闵行区,七宝镇,黎明花园居委会,4722,2053,2669
3.10E+11,闵行区,七宝镇,宝仪新村居委会,3682,849,2833
3.10E+11,闵行区,七宝镇,茂盛新村居委会,4298,936,3362
3.10E+11,闵行区,七宝镇,万泰花园第一居委会,4592,1723,2869
3.10E+11,闵行区,七宝镇,万科城市花园居委会,10112,4012,6100
3.10E+11,闵行区,七宝镇,大上海国际花园居委会,7950,2498,5452
3.10E+11,闵行区,七宝镇,东方花园居委会,5003,1414,3589
3.10E+11,闵行区,七宝镇,富丽公寓居委会,3684,1219,2465
3.10E+11,闵行区,七宝镇,红明新村居委会,2843,1138,1705
3.10E+11,闵行区,七宝镇,京都苑居委会,2357,888,1469
3.10E+11,闵行区,七宝镇,万兆家园居委会,6750,2387,4363
3.10E+11,闵行区,七宝镇,静安新城第一居委会,7439,2229,5210
3.10E+11,闵行区,七宝镇,静安新城第二居委会,5153,1568,3585
3.10E+11,闵行区,七宝镇,静安新城第三居委会,3986,1228,2758
3.10E+11,闵行区,七宝镇,静安新城第四居委会,3884,1108,2776
3.10E+11,闵行区,七宝镇,豪世盛地园居委会,6643,3138,3505
3.10E+11,闵行区,七宝镇,万科城市花园第二居委会,5966,2365,3601
3.10E+11,闵行区,七宝镇,莲浦府邸居委会,3801,1229,2572
3.10E+11,闵行区,七宝镇,静安新城第六居委会,2321,945,1376
3.10E+11,闵行区,七宝镇,华林路第一居委会,2142,1041,1101
3.10E+11,闵行区,七宝镇,华林路第二居委会,3293,1355,1938
3.10E+11,闵行区,七宝镇,牡丹居委会,2569,987,1582
3.10E+11,闵行区,七宝镇,吴宝路第一居委会,3245,1171,2074
3.10E+11,闵行区,七宝镇,吴宝路第二居委会,3967,1459,2508
3.10E+11,闵行区,七宝镇,皇都花园居委会,3571,1061,2510
3.10E+11,闵行区,七宝镇,静安新城第五居委会,3794,1285,2509
3.10E+11,闵行区,七宝镇,中春路居委会,1274,594,680
3.10E+11,闵行区,七宝镇,漕宝路居委会,3987,1415,2572
3.10E+11,闵行区,七宝镇,漕宝路第二居委会,4458,1894,2564
3.10E+11,闵行区,七宝镇,华林路第四居委会,5201,1793,3408
3.10E+11,闵行区,七宝镇,华林路第三居委会,4927,1848,3079
3.10E+11,闵行区,七宝镇,万科城市花园第三居委会,2236,877,1359
3.10E+11,闵行区,七宝镇,东方花园第二居委会,2778,1032,1746
3.10E+11,闵行区,七宝镇,航华一村第一居委会,7124,2453,4671
3.10E+11,闵行区,七宝镇,航华一村第三居委会,3578,1397,2181
3.10E+11,闵行区,七宝镇,航华一村第四居委会,3140,880,2260
3.10E+11,闵行区,七宝镇,航华二村第一居委会,5177,1807,3370
3.10E+11,闵行区,七宝镇,航华二村第三居委会,5233,1846,3387
3.10E+11,闵行区,七宝镇,航华二村第四居委会,3930,1079,2851
3.10E+11,闵行区,七宝镇,航华三村第一居委会,4176,1402,2774
3.10E+11,闵行区,七宝镇,航华四村第一居委会,4519,1556,2963
3.10E+11,闵行区,七宝镇,航华四村第二居委会,4905,1208,3697
3.10E+11,闵行区,七宝镇,航华四村第三居委会,2693,984,1709
3.10E+11,闵行区,七宝镇,航华四村第四居委会,2856,785,2071
3.10E+11,闵行区,七宝镇,中春路第三居委会,3543,1580,1963
3.10E+11,闵行区,七宝镇,吴宝路第三居委会,4901,2742,2159
3.10E+11,闵行区,七宝镇,中春路第二居委会,1547,956,591
3.10E+11,闵行区,七宝镇,七韵美地苑居委会,3110,1452,1658
3.10E+11,闵行区,七宝镇,万科第四居委会,4187,1915,2272
3.10E+11,闵行区,七宝镇,漕宝路第三居委会,3399,1638,1761
3.10E+11,闵行区,七宝镇,沪星村村委会,5992,4831,1161
3.10E+11,闵行区,七宝镇,七宝村村委会,4285,3053,1232
3.10E+11,闵行区,七宝镇,九星村村委会,930,851,79
3.10E+11,闵行区,七宝镇,联明村村委会,11777,9895,1882
3.10E+11,闵行区,七宝镇,中华村村委会,5180,4298,882
3.10E+11,闵行区,七宝镇,友谊村村委会,1487,1316,171
3.10E+11,闵行区,颛桥镇,秀龙居委会,5397,3989,1408
3.10E+11,闵行区,颛桥镇,众安居委会,760,270,490
3.10E+11,闵行区,颛桥镇,颛溪新村第五居委会,4384,2182,2202
3.10E+11,闵行区,颛桥镇,颛溪新村第八居委会,4305,2286,2019
3.10E+11,闵行区,颛桥镇,银都苑第一居委会,11081,4204,6877
3.10E+11,闵行区,颛桥镇,银都苑第三居委会,5087,2015,3072
3.10E+11,闵行区,颛桥镇,金都新村第三居委会,6449,2546,3903
3.10E+11,闵行区,颛桥镇,兴银花园居委会,12231,5470,6761
3.10E+11,闵行区,颛桥镇,北桥居委会,7665,4730,2935
3.10E+11,闵行区,颛桥镇,银桥花园居委会,3916,1941,1975
3.10E+11,闵行区,颛桥镇,樱缘花园居委会,3907,785,3122
3.10E+11,闵行区,颛桥镇,银春花园居委会,7958,4464,3494
3.10E+11,闵行区,颛桥镇,好世凤凰城居委会,4065,1168,2897
3.10E+11,闵行区,颛桥镇,莘闵荣顺苑居委会,6619,3094,3525
3.10E+11,闵行区,颛桥镇,繁盛苑居委会,6379,2674,3705
3.10E+11,闵行区,颛桥镇,君临花园居委会,3028,1150,1878
3.10E+11,闵行区,颛桥镇,众众新家园居委会,5919,2510,3409
3.10E+11,闵行区,颛桥镇,日月华城居委会,3934,1957,1977
3.10E+11,闵行区,颛桥镇,复地北桥城居委会,3684,1612,2072
3.10E+11,闵行区,颛桥镇,君莲新城第二居委会,11327,6526,4801
3.10E+11,闵行区,颛桥镇,君莲新城第一居委会,5564,3253,2311
3.10E+11,闵行区,颛桥镇,骏苑居委会,5460,3254,2206
3.10E+11,闵行区,颛桥镇,君莲新城第三居委会,7758,4416,3342
3.10E+11,闵行区,颛桥镇,翔泰苑居委会,2578,1218,1360
3.10E+11,闵行区,颛桥镇,金榜新苑居委会,7151,4091,3060
3.10E+11,闵行区,颛桥镇,都市富苑居委会,4764,2736,2028
3.10E+11,闵行区,颛桥镇,招商雍华苑居委会,5075,2012,3063
3.10E+11,闵行区,颛桥镇,君莲新城第四居委会,6620,3772,2848
3.10E+11,闵行区,颛桥镇,文博水景居委会,5479,1814,3665
3.10E+11,闵行区,颛桥镇,君莲新城第五居委会,3229,2247,982
3.10E+11,闵行区,颛桥镇,星河湾居委会,12577,10099,2478
3.10E+11,闵行区,颛桥镇,向阳村村委会,1521,1438,83
3.10E+11,闵行区,颛桥镇,中心村村委会,6712,5901,811
3.10E+11,闵行区,颛桥镇,北桥村村委会,5521,4386,1135
3.10E+11,闵行区,颛桥镇,安乐村村委会,4294,3761,533
3.10E+11,闵行区,颛桥镇,灯塔村村委会,1954,1920,34
3.10E+11,闵行区,颛桥镇,新闵村村委会,34,33,1
3.10E+11,闵行区,颛桥镇,黄一村村委会,1551,1451,100
3.10E+11,闵行区,颛桥镇,光明村村委会,2597,2247,350
3.10E+11,闵行区,华漕镇,华漕第二居委会,7661,4277,3384
3.10E+11,闵行区,华漕镇,紫薇新村居委会,6076,3043,3033
3.10E+11,闵行区,华漕镇,诸新路居委会,5054,2154,2900
3.10E+11,闵行区,华漕镇,诸翟居委会,3284,1923,1361
3.10E+11,闵行区,华漕镇,金丰城第一居委会,5632,2714,2918
3.10E+11,闵行区,华漕镇,纪王居委会,4062,2606,1456
3.10E+11,闵行区,华漕镇,银杏新村居委会,4412,2131,2281
3.10E+11,闵行区,华漕镇,美邻苑居委会,4696,2046,2650
3.10E+11,闵行区,华漕镇,南华路居委会,1745,1215,530
3.10E+11,闵行区,华漕镇,九韵城居委会,7676,3604,4072
3.10E+11,闵行区,华漕镇,西郊城第一居委会,9284,4037,5247
3.10E+11,闵行区,华漕镇,西郊虹韵城居委会,4357,2462,1895
3.10E+11,闵行区,华漕镇,爱博六村居委会,8097,4464,3633
3.10E+11,闵行区,华漕镇,闵北路居委会,4130,1993,2137
3.10E+11,闵行区,华漕镇,华漕村村委会,11996,10696,1300
3.10E+11,闵行区,华漕镇,许浦村村委会,13072,10700,2372
3.10E+11,闵行区,华漕镇,王泥浜村村委会,5313,4815,498
3.10E+11,闵行区,华漕镇,卫星村村委会,3515,2903,612
3.10E+11,闵行区,华漕镇,赵家村村委会,8450,6534,1916
3.10E+11,闵行区,华漕镇,诸翟村村委会,8063,6401,1662
3.10E+11,闵行区,华漕镇,杨家巷村村委会,9979,8631,1348
3.10E+11,闵行区,华漕镇,朱家泾村村委会,2033,1639,394
3.10E+11,闵行区,华漕镇,纪王村村委会,9829,7294,2535
3.10E+11,闵行区,华漕镇,红卫村村委会,1943,1677,266
3.10E+11,闵行区,华漕镇,鹫山村村委会,7390,6008,1382
3.10E+11,闵行区,华漕镇,纪东村村委会,9552,7628,1924
3.10E+11,闵行区,华漕镇,纪西村村委会,1013,822,191
3.10E+11,闵行区,华漕镇,陈家角村村委会,6140,3951,2189
3.10E+11,闵行区,华漕镇,石皮弄村村委会,1955,1195,760
3.10E+11,闵行区,虹桥镇,虹桥居委会,6188,2674,3514
3.10E+11,闵行区,虹桥镇,河南居委会,6565,3124,3441
3.10E+11,闵行区,虹桥镇,河西居委会,4337,2051,2286
3.10E+11,闵行区,虹桥镇,虹鹿居委会,4200,1585,2615
3.10E+11,闵行区,虹桥镇,红春公寓居委会,3533,1515,2018
3.10E+11,闵行区,虹桥镇,上虹新村居委会,7643,3214,4429
3.10E+11,闵行区,虹桥镇,华光花园居委会,2974,1022,1952
3.10E+11,闵行区,虹桥镇,古北新城居委会,6180,1992,4188
3.10E+11,闵行区,虹桥镇,海申花园居委会,6232,2122,4110
3.10E+11,闵行区,虹桥镇,振宏公寓居委会,4224,1518,2706
3.10E+11,闵行区,虹桥镇,锦华公寓居委会,3872,1214,2658
3.10E+11,闵行区,虹桥镇,金虹大厦居委会,4369,1608,2761
3.10E+11,闵行区,虹桥镇,虹华苑居委会,6846,2455,4391
3.10E+11,闵行区,虹桥镇,金斯花园居委会,5090,1816,3274
3.10E+11,闵行区,虹桥镇,锦绣江南家园居委会,5925,1902,4023
3.10E+11,闵行区,虹桥镇,虹桥花苑居委会,2336,779,1557
3.10E+11,闵行区,虹桥镇,井亭苑居委会,5391,2497,2894
3.10E+11,闵行区,虹桥镇,古北虹苑居委会,5008,1528,3480
3.10E+11,闵行区,虹桥镇,名都城居委会,4388,2013,2375
3.10E+11,闵行区,虹桥镇,万源新城居委会,8649,4924,3725
3.10E+11,闵行区,虹桥镇,龙柏一村第一居委会,2834,968,1866
3.10E+11,闵行区,虹桥镇,龙柏一村第二居委会,3887,904,2983
3.10E+11,闵行区,虹桥镇,龙柏二村居委会,5013,1958,3055
3.10E+11,闵行区,虹桥镇,兰竹居委会,5015,1418,3597
3.10E+11,闵行区,虹桥镇,龙柏三村居委会,4971,1497,3474
3.10E+11,闵行区,虹桥镇,先锋公寓居委会,4725,1886,2839
3.10E+11,闵行区,虹桥镇,龙柏四村居委会,4888,1389,3499
3.10E+11,闵行区,虹桥镇,龙柏五村居委会,4450,1379,3071
3.10E+11,闵行区,虹桥镇,龙柏六村居委会,4036,1170,2866
3.10E+11,闵行区,虹桥镇,龙柏七村居委会,4674,1450,3224
3.10E+11,闵行区,虹桥镇,金汇华光城居委会,5034,1456,3578
3.10E+11,闵行区,虹桥镇,金汇花园居委会,6763,2708,4055
3.10E+11,闵行区,虹桥镇,西郊居委会,3658,1319,2339
3.10E+11,闵行区,虹桥镇,古北尚郡居委会,2245,1581,664
3.10E+11,闵行区,梅陇镇,梅陇第一居委会,1975,869,1106
3.10E+11,闵行区,梅陇镇,梅陇第二居委会,2919,1107,1812
3.10E+11,闵行区,梅陇镇,梅陇第三居委会,3853,1229,2624
3.10E+11,闵行区,梅陇镇,梅陇第四居委会,2385,520,1865
3.10E+11,闵行区,梅陇镇,梅陇第五居委会,2176,597,1579
3.10E+11,闵行区,梅陇镇,梅陇第六居委会,1821,373,1448
3.10E+11,闵行区,梅陇镇,梅陇第七居委会,1860,566,1294
3.10E+11,闵行区,梅陇镇,朱行第一居委会,4363,1454,2909
3.10E+11,闵行区,梅陇镇,朱行第二居委会,4172,2217,1955
3.10E+11,闵行区,梅陇镇,南方新村第一居委会,4633,1505,3128
3.10E+11,闵行区,梅陇镇,南方新村第二居委会,3596,1105,2491
3.10E+11,闵行区,梅陇镇,南方新村第三居委会,4104,1544,2560
3.10E+11,闵行区,梅陇镇,罗阳新村第一居委会,3829,1059,2770
3.10E+11,闵行区,梅陇镇,罗阳新村第二居委会,3850,1216,2634
3.10E+11,闵行区,梅陇镇,罗阳新村第四居委会,2876,1132,1744
3.10E+11,闵行区,梅陇镇,罗阳新村第五居委会,1491,529,962
3.10E+11,闵行区,梅陇镇,罗阳新村第六居委会,5441,1379,4062
3.10E+11,闵行区,梅陇镇,罗阳新村第七居委会,3344,1378,1966
3.10E+11,闵行区,梅陇镇,普乐新村第一居委会,7129,2384,4745
3.10E+11,闵行区,梅陇镇,普乐新村第二居委会,2899,983,1916
3.10E+11,闵行区,梅陇镇,上陇新村居委会,2486,673,1813
3.10E+11,闵行区,梅陇镇,鸿福新村居委会,1503,619,884
3.10E+11,闵行区,梅陇镇,莲花新村居委会,3703,1485,2218
3.10E+11,闵行区,梅陇镇,莲花公寓居委会,3931,862,3069
3.10E+11,闵行区,梅陇镇,罗秀苑居委会,3710,1320,2390
3.10E+11,闵行区,梅陇镇,罗锦苑居委会,2099,647,1452
3.10E+11,闵行区,梅陇镇,蔷薇新村第一居委会,7046,2986,4060
3.10E+11,闵行区,梅陇镇,蔷薇新村第二居委会,4199,1475,2724
